"Z_Raven_self"	"Z_Raven_obj"	"Z_global_selfeval"	"Z_well_being"	"Z_agency_self"	"Z_agency_peer"	"Z_comm_peer"	"Z_achievement"
"2"	-3.47872810137463	0.102569267830615	-0.532474390799211	-0.562949213497915	-0.129302844329748	-1.1704121690486	0.743669128146451	-1.12894961798545
"3"	-1.25801202986892	-0.254523738690785	-0.390463769336661	-0.896426827539366	-0.977710980809151	-1.3380266974445	-2.99184026098922	-0.027031532870701
"4"	-0.147653994116071	0.459662274352015	-1.15998421917392	-0.0454529900339847	-1.40191504904885	-1.8341862371058	-2.18359447170028	-1.08419146448825
"5"	-1.25801202986892	-0.254523738690785	-1.76441811113509	-1.03732912453231	0.294901223909953	-0.697785701956932	-1.74137715187823	-0.634472599742912
"6"	-0.147653994116071	-0.254523738690785	-0.74933631239529	-0.15689780679111	0.719105292149654	0.889089316271838	0.0875692168427553	-1.04795747573583
"7"	-0.147653994116071	0.102569267830615	-0.883654955053329	-0.102619747325946	-1.40191504904885	-0.568508382639316	-0.391838948430624	-0.252652500566093
"8"	0.962704041636782	-0.968709751733585	1.90833711345902	0.11609802138223	0.719105292149654	-0.112891658414655	-0.29442427534538	0.0944566805037412
"9"	-0.147653994116071	-0.611616745212185	-1.01797359771137	0.122088769771292	0.294901223909953	-0.299725604694173	0.39899642441336	-0.0999244608953666
"11"	-0.147653994116071	0.816755280873414	1.28851926388882	-0.135928534824014	-0.129302844329748	-0.963160645487531	-0.509495613903548	-0.460918009207994
"12"	-0.147653994116071	-0.254523738690785	0.0796514799664744	-0.151727182866126	-0.55350691256945	-1.51021778083675	-0.0318038737497783	-4.03400524445396
"13"	0.962704041636782	1.17384828739481	1.08704129990177	0.638478467225567	-0.129302844329748	0.657010636314831	0.371878881601655	-0.19711503159492
"14"	-0.147653994116071	-1.32580275825498	0.766628650865689	-1.08818202012379	1.99171749686876	-0.507217872847906	-0.276752998968989	-3.54805239095619
"15"	-0.147653994116071	-1.32580275825498	-0.875962976248818	-1.13696852339856	-0.55350691256945	-1.58674237258634	-0.664298683294479	-0.922207179988997
"16"	0.962704041636782	-2.03998877129778	0.900947293523728	-0.0217024124092409	-0.129302844329748	-2.00002765903408	-2.13602492505608	-0.841215037739368
"17"	0.962704041636782	1.53094129391621	0.0124921586374552	-1.39641309890813	-0.977710980809151	-0.497622849936208	0.231498310517403	-2.14561347847819
"18"	-0.147653994116071	-0.611616745212185	0.415448086611571	0.0412055908528452	0.294901223909953	-1.33246582662844	-0.518455329035752	-1.70594184912307
"19"	0.962704041636782	-0.254523738690785	0.139118822490983	0.0552929348419125	0.719105292149654	-0.315430380561019	-0.379539504773616	-0.3105040307444
"20"	-1.25801202986892	-1.68289576477638	0.945030678439215	1.21984492866544	-1.82611911728855	-1.56877361779621	-0.442092207386019	-0.488686743693581
"21"	-0.147653994116071	-1.68289576477638	-0.733952354786269	-0.254541868465538	-2.25032318552825	-2.56081772164174	-0.66112708854743	-1.48062801099162
"22"	-0.147653994116071	-0.611616745212185	0.818404014585687	0.814971103093182	0.294901223909953	-0.0769641927997403	-0.12998577664845	0.827648043122781
"23"	-0.147653994116071	1.17384828739481	0.340596786478041	0.742754767098293	1.14330936038935	0.295443665910163	1.28703879900786	-0.551957386847839
"24"	-1.25801202986892	1.17384828739481	-3.19014781665352	-3.74124449211163	-0.55350691256945	-0.994044242217355	-0.561859138508005	-1.0517946075884
"25"	-0.147653994116071	0.816755280873414	1.16189260003529	0.0596434343028185	1.56751342862906	1.33684403692467	0.369652163145337	-0.51298438636847
"26"	-1.25801202986892	-0.254523738690785	-1.06974896143137	-1.75788421050529	0.294901223909953	-1.89290800200341	-1.08352964860003	-0.391496172994028
"27"	0.962704041636782	0.102569267830615	0.430832044220592	-1.88309543898606	-2.25032318552825	-1.09692623493524	-0.380192903130319	-1.28240973773994
"28"	-0.147653994116071	0.816755280873414	-0.0546671626915645	0.280892818888912	1.14330936038935	0.117065498486319	0.595919363952273	0.0250348442897745
"29"	0.962704041636782	0.816755280873414	1.42283790654686	0.766292366709155	-1.82611911728855	-0.699749461514821	0.695762664621823	-0.934568476586346
"30"	0.962704041636782	0.102569267830615	-0.473007048274702	0.0819323976542396	-1.40191504904885	0.122683656848707	0.269674426283768	-0.371460612691525
"31"	-0.147653994116071	-2.39708177781918	-0.129518462825095	-0.24762304136087	-0.977710980809151	-0.787032538809344	-2.19197692924493	0.58040953400151
"32"	0.962704041636782	-0.254523738690785	-0.204369762958624	0.923206289758098	-0.977710980809151	-0.259714984442982	0.942467594555441	0.0379746561889061
"33"	-0.147653994116071	0.102569267830615	0.348288765282551	0.676387256603473	0.294901223909953	-1.2128955188166	-0.59302099495347	-0.553480457493284
"34"	-0.147653994116071	-0.611616745212185	0.355980744087062	-2.31307624533324	0.719105292149654	-0.557426236268675	0.406500663282835	-0.19711503159492
"35"	-1.25801202986892	0.459662274352015	-0.271529084287644	-0.254113356670179	-0.129302844329748	-0.400492107459182	-0.539825269246029	-1.12894961798545
"36"	0.962704041636782	0.816755280873414	1.97549643478804	0.48969510841409	1.56751342862906	-0.416530255924976	-1.21244946660279	-1.00319932223863
"37"	-1.25801202986892	-0.968709751733585	-1.41323754688097	-1.62176310581461	0.294901223909953	-0.995411882746831	-0.160789351372022	-0.270007959619586
"38"	0.962704041636782	-0.611616745212185	-0.615017669737251	0.601423958309994	-0.977710980809151	-0.459851699941849	-0.823051577445519	-0.119960021197868
"39"	-1.25801202986892	0.459662274352015	-1.75672613233058	-2.05958807485368	-0.55350691256945	-1.91064369021289	-2.07184443957086	-0.670706588495341
"40"	0.962704041636782	-0.968709751733585	1.16958457883981	0.133429151461759	1.56751342862906	0.180830490358424	0.877092889634032	-0.270007959619586
"41"	-0.147653994116071	0.102569267830615	-0.0700511203005862	0.296904444944905	-1.82611911728855	-0.53354287933841	-1.41045999822722	-0.00273389019581224
"42"	-1.25801202986892	-0.254523738690785	-2.16737403910921	-2.21011944948405	0.719105292149654	-0.178938794550256	-0.43294108477748	-0.530339845421962
"43"	0.962704041636782	0.102569267830615	2.1769743987751	1.64115870472827	1.56751342862906	0.714139436283394	-1.13759797915124	-0.391496172994028
"44"	-1.25801202986892	0.459662274352015	-2.5549460094743	-3.83057916753296	-1.82611911728855	0.0505832124482991	-0.160318496162394	-0.690801059275774
"45"	-0.147653994116071	-0.254523738690785	0.0796514799664744	0.577781147575983	0.294901223909953	-0.96772038183093	0.423643416040289	0.142260975291831
"46"	-1.25801202986892	-0.968709751733585	-0.615017669737251	0.170517816375587	0.294901223909953	-0.780668152589983	0.162749982945821	0.215944893878183
"47"	0.962704041636782	0.459662274352015	-2.15199008150019	-1.95370823781864	-0.129302844329748	-0.857906757153965	-0.811597910171344	-0.841215037739368
