"Z_MWTB_self"	"Z_MWTB_obj"	"Z_global_selfeval"	"Z_well_being"	"Z_agency_self"	"Z_comm_self"	"Z_agency_peer"	"Z_comm_peer"
"1"	1.39701581463877	1.24624411018394	1.22687744332921	1.94885999653307	1.16623970003202	1.15570472450351	NA	NA
"2"	-2.4355394564867	1.51937705381847	0.19992257663737	0.0690201195015743	-0.385253543454335	-0.709751405558073	NA	NA
"3"	-0.418405103262766	-0.938819438892311	-1.34050972340039	-1.03618840752885	-0.902417957949786	-0.709751405558073	NA	NA
"4"	0.5901620733492	1.24624411018394	0.0287634321887311	-0.691102377659934	-0.931476001827933	-0.709751405558073	NA	NA
"5"	-0.216691667940373	-0.66568649525778	-0.484714001157188	-0.49303820690585	-1.24784760931466	0.60704115683834	NA	NA
"6"	-1.62868571519713	-0.938819438892311	-2.19630544564358	-1.82208997329113	-1.93740016197527	-1.03894954615718	NA	NA
"7"	-0.821831973907553	1.792509997453	-1.51166886784902	-1.5405988434761	-1.1613268527148	-0.709751405558073	NA	NA
"8"	-5.2595275510002	0.973111166549407	-2.7097828789895	-1.58616079117837	-2.68441542735758	1.59463557863565	NA	NA
"9"	0.791875508671594	0.426845279280344	-1.68282801229766	-2.83766035981621	-0.471120925019621	0.168110302706202	NA	NA
"10"	-2.03211258584191	-0.66568649525778	0.884559154431929	1.01104965379	0.90863755533616	0.60704115683834	NA	NA
"11"	-1.42697227987473	-0.66568649525778	0.0287634321887311	-0.31107619094121	-0.384600168419756	0.716773870371374	NA	NA
"12"	0.5901620733492	2.06564294108753	0.0287634321887311	0.311786988614049	1.10943036234488	0.168110302706202	NA	NA
"13"	-1.42697227987473	-1.21195238252684	-1.51166886784902	-1.70008664264382	-0.49952559386319	-0.0513551243598668	NA	NA
"14"	-0.0149782326179796	0.973111166549407	-0.142395712259909	-0.297476358691213	-0.0688819359676036	0.826506583904408	NA	NA
"15"	-0.418405103262766	1.24624411018394	-1.8539871567463	-0.104343807051923	-0.154749317532889	-0.929216832624142	NA	NA
"16"	-0.62011853858516	-0.66568649525778	-3.22326031233542	-1.98789968689899	-1.24719423428009	0.497308443305305	NA	NA
"17"	-1.22525884455234	0.699978222914876	-1.8539871567463	-1.39217207094136	-1.87993744925355	-0.600018692025039	NA	NA
"18"	-0.62011853858516	0.973111166549407	-0.484714001157188	0.251032383384108	-1.10386413999308	0.277843016239236	NA	NA
"19"	-1.22525884455234	-0.392553551623249	-1.16935057895175	-1.31114810339322	-1.13292218387123	-0.709751405558073	NA	NA
"20"	-0.216691667940373	-0.392553551623249	-1.68282801229766	-2.72297062670005	-1.21878956543652	-0.0513551243598668	NA	NA
